a,seed,step,w2,dL_dw2,loss
1.25,0,1400,0.35657504200935364,-0.00018725881818681955,0.692481517791748
1.25,0,1410,0.3558691143989563,-0.0001927368575707078,0.6924802660942078
1.25,0,1420,0.35513773560523987,-0.00019837659783661366,0.6924789547920227
1.25,0,1430,0.3543800115585327,-0.00020418514031916857,0.6924775838851929
1.25,0,1440,0.3535948693752289,-0.0002101748250424862,0.6924760937690735
1.25,0,1450,0.3527814447879791,-0.00021635671146214008,0.6924746632575989
1.25,0,1460,0.3519386053085327,-0.0002227353397756815,0.6924731731414795
1.25,0,1470,0.3510652482509613,-0.00022932968568056822,0.6924716234207153
1.25,0,1480,0.3501602113246918,-0.00023614754900336266,0.6924700736999512
1.25,0,1490,0.3492222726345062,-0.00024320126976817846,0.6924684047698975
1.25,0,1500,0.3482501208782196,-0.0002505095908418298,0.6924667358398438
1.25,0,1510,0.3472423553466797,-0.00025808147620409727,0.6924650073051453
1.25,0,1520,0.3461975157260895,-0.0002659388119354844,0.692463219165802
1.25,0,1530,0.3451140522956848,-0.00027409661561250687,0.692461371421814
1.25,0,1540,0.343990296125412,-0.00028257397934794426,0.6924594640731812
1.25,0,1550,0.3428245186805725,-0.0002914003562182188,0.6924575567245483
1.25,0,1560,0.34161481261253357,-0.00030059332493692636,0.6924554705619812
1.25,0,1570,0.3403591215610504,-0.00031017069704830647,0.6924533843994141
1.25,0,1580,0.3390553593635559,-0.0003201756626367569,0.6924511790275574
1.25,0,1590,0.33770129084587097,-0.0003306386061012745,0.6924488544464111
1.25,0,1600,0.33629438281059265,-0.0003415788523852825,0.6924464702606201
1.25,0,1610,0.33483201265335083,-0.0003530500689521432,0.6924440264701843
1.25,0,1620,0.3333113491535187,-0.00036509009078145027,0.6924414038658142
1.25,0,1630,0.3317292630672455,-0.0003777436213567853,0.6924387216567993
1.25,0,1640,0.3300824761390686,-0.00039106945041567087,0.6924358606338501
1.25,0,1650,0.3283673822879791,-0.0004051219439134002,0.6924328804016113
1.25,0,1660,0.32658010721206665,-0.000419971183873713,0.6924299001693726
1.25,0,1670,0.32471632957458496,-0.00043568818364292383,0.6924266219139099
1.25,0,1680,0.32277148962020874,-0.0004523636307567358,0.6924231648445129
1.25,0,1690,0.32074040174484253,-0.00047008844558149576,0.6924195885658264
1.25,0,1700,0.31861743330955505,-0.0004889735719189048,0.6924157738685608
1.25,0,1710,0.31639644503593445,-0.0005091478815302253,0.6924116611480713
1.25,0,1720,0.31407061219215393,-0.0005307599203661084,0.6924073696136475
1.25,0,1730,0.31163233518600464,-0.000553974648937583,0.6924026608467102
1.25,0,1740,0.3090730905532837,-0.000578991137444973,0.6923977732658386
1.25,0,1750,0.3063834309577942,-0.0006060358136892319,0.6923925280570984
1.25,0,1760,0.30355265736579895,-0.0006353822536766529,0.6923868060112
1.25,0,1770,0.3005686402320862,-0.0006673485040664673,0.6923806667327881
1.25,0,1780,0.29741770029067993,-0.0007023303769528866,0.6923739910125732
1.25,0,1790,0.2940841317176819,-0.0007407763041555882,0.6923666596412659
1.25,0,1800,0.2905498147010803,-0.0007832525297999382,0.6923586130142212
1.25,0,1810,0.2867937684059143,-0.000830440316349268,0.6923497915267944
1.25,0,1820,0.2827915549278259,-0.0008831934537738562,0.6923400163650513
1.25,0,1830,0.2785145044326782,-0.0009425631724298,0.6923290491104126
1.25,0,1840,0.2739284038543701,-0.0010098754428327084,0.6923165321350098
1.25,0,1850,0.2689923346042633,-0.001086794538423419,0.692302405834198
1.25,0,1860,0.2636570334434509,-0.0011755088344216347,0.6922858953475952
1.25,0,1870,0.2578621804714203,-0.0012787755113095045,0.6922667026519775
1.25,0,1880,0.2515333592891693,-0.0014002076350152493,0.6922438144683838
1.25,0,1890,0.24457797408103943,-0.0015444515738636255,0.6922158002853394
1.25,0,1900,0.23687991499900818,-0.001717419596388936,0.6921811103820801
1.25,0,1910,0.22829288244247437,-0.0019262658897787333,0.6921365261077881
1.25,0,1920,0.21863406896591187,-0.002178395865485072,0.6920772790908813
1.25,0,1930,0.20768143236637115,-0.0024777876678854227,0.6919951438903809
1.25,0,1940,0.19518861174583435,-0.0028132798615843058,0.6918754577636719
1.25,0,1950,0.18095453083515167,-0.003125490853562951,0.6916908025741577
1.25,0,1960,0.1650470346212387,-0.003226658795028925,0.6913893222808838
1.25,0,1970,0.14838901162147522,-0.0026667695492506027,0.6908718943595886
1.25,0,1980,0.13389332592487335,-0.0007763816975057125,0.6899487376213074
1.25,0,1990,0.12727345526218414,0.0024090101942420006,0.688214898109436
1.25,0,1999,0.13307248055934906,0.00530795194208622,0.6851621866226196
1.25,1,0,0.1938614845275879,-0.24115416407585144,0.7581225633621216
1.25,1,10,0.09639016538858414,-0.1269395798444748,0.7207719683647156
1.25,1,20,0.013046185486018658,-0.06067025661468506,0.703624427318573
1.25,1,30,0.04825785383582115,-0.028941798955202103,0.6965420246124268
1.25,1,40,0.08841013163328171,-0.012523971498012543,0.6936392784118652
1.25,1,50,0.1116880401968956,-0.002380554098635912,0.6925956010818481
1.25,1,60,0.12203779071569443,0.003705304116010666,0.6922885179519653
1.25,1,70,0.12304037064313889,0.006036365404725075,0.6921015977859497
1.25,1,80,0.11855990439653397,0.005176909267902374,0.6918001770973206
1.25,1,90,0.11262264847755432,0.0020972900092601776,0.6913273334503174
1.25,1,100,0.10887522250413895,-0.0022619133815169334,0.6905943155288696
1.25,1,110,0.11021759361028671,-0.0072959428653120995,0.6893527507781982
1.25,1,120,0.1188608855009079,-0.013116734102368355,0.6870415210723877
1.25,1,130,0.1370725929737091,-0.02107265219092369,0.6824101805686951
1.25,1,140,0.16867896914482117,-0.03268284350633621,0.6728612780570984
1.25,1,150,0.2188778966665268,-0.04336349666118622,0.654750645160675
1.25,1,160,0.2862226665019989,-0.037428971379995346,0.6286245584487915
1.25,1,170,0.3502785861492157,-0.008252276107668877,0.6060816645622253
1.25,1,180,0.38219478726387024,0.004539587069302797,0.5946841835975647
1.25,1,190,0.3935946822166443,-0.019165966659784317,0.5866897106170654
1.25,1,200,0.4216706454753876,-0.022264394909143448,0.5801860094070435
1.25,1,210,0.4585605263710022,-0.010403914377093315,0.5749866962432861
1.25,1,220,0.4868079423904419,-0.010409269481897354,0.5705109238624573
1.25,1,230,0.5119932293891907,-0.012860939837992191,0.5666837096214294
1.25,1,240,0.5386371612548828,-0.010569489561021328,0.5633403062820435
1.25,1,250,0.5634070634841919,-0.009120871312916279,0.5603617429733276
1.25,1,260,0.586047887802124,-0.009498261846601963,0.5576735734939575
1.25,1,270,0.6084641814231873,-0.009170631878077984,0.5552161335945129
1.25,1,280,0.63055419921875,-0.008512268774211407,0.5529474020004272
1.25,1,290,0.651889443397522,-0.008243114687502384,0.5508356690406799
1.25,1,300,0.6727365255355835,-0.007961051538586617,0.5488564968109131
1.25,1,310,0.6931755542755127,-0.007627456448972225,0.5469905734062195
1.25,1,320,0.7131776213645935,-0.0073973992839455605,0.5452225804328918
1.25,1,330,0.7328494191169739,-0.007183738984167576,0.5435399413108826
1.25,1,340,0.7522428035736084,-0.006960141472518444,0.541932225227356
1.25,1,350,0.7713589072227478,-0.006765574216842651,0.5403910279273987
1.25,1,360,0.7902288436889648,-0.006588897667825222,0.5389090180397034
1.25,1,370,0.8088825941085815,-0.0064214784651994705,0.5374801158905029
1.25,1,380,0.8273390531539917,-0.006267203949391842,0.5360990762710571
1.25,1,390,0.8456178903579712,-0.006123336032032967,0.534761369228363
1.25,1,400,0.8637361526489258,-0.005987820215523243,0.5334630608558655
1.25,1,410,0.8817071914672852,-0.005861025303602219,0.5322008728981018
1.25,1,420,0.8995446562767029,-0.005742430686950684,0.5309717059135437
1.25,1,430,0.9172612428665161,-0.005629925988614559,0.5297728180885315
1.25,1,440,0.9348669052124023,-0.005523717030882835,0.5286020636558533
1.25,1,450,0.9523712992668152,-0.005423523485660553,0.5274571776390076
1.25,1,460,0.969783365726471,-0.005328466184437275,0.5263364911079407
1.25,1,470,0.9871111512184143,-0.005238166078925133,0.525238037109375
1.25,1,480,1.0043621063232422,-0.005152128636837006,0.5241604447364807
1.25,1,490,1.0215426683425903,-0.005070379935204983,0.5231024026870728
1.25,1,500,1.0386593341827393,-0.004991993308067322,0.5220625996589661
1.25,1,510,1.055716872215271,-0.004917547106742859,0.5210399627685547
1.25,1,520,1.0727213621139526,-0.004846127703785896,0.5200334191322327
1.25,1,530,1.089677333831787,-0.004777606576681137,0.519041895866394
1.25,1,540,1.1065889596939087,-0.004712364636361599,0.5180647373199463
1.25,1,550,1.1234608888626099,-0.004649165086448193,0.5171010494232178
1.25,1,560,1.140296459197998,-0.004588673822581768,0.5161501169204712
1.25,1,570,1.1570996046066284,-0.004530385136604309,0.5152112245559692
1.25,1,580,1.1738731861114502,-0.00447455607354641,0.5142838358879089
1.25,1,590,1.1906208992004395,-0.004420274868607521,0.5133671760559082
1.25,1,600,1.2073451280593872,-0.004368072375655174,0.5124609470367432
1.25,1,610,1.2240488529205322,-0.004318008199334145,0.5115644335746765
1.25,1,620,1.2407346963882446,-0.004269009456038475,0.5106773376464844
1.25,1,630,1.2574046850204468,-0.004221968352794647,0.509799063205719
1.25,1,640,1.2740612030029297,-0.0041766539216041565,0.5089293718338013
1.25,1,650,1.290706753730774,-0.004132176749408245,0.5080678462982178
1.25,1,660,1.307342529296875,-0.004089798778295517,0.5072139501571655
1.25,1,670,1.3239715099334717,-0.00404803641140461,0.506367564201355
1.25,1,680,1.3405942916870117,-0.004007846117019653,0.5055282711982727
1.25,1,690,1.3572131395339966,-0.003968530334532261,0.5046957731246948
1.25,1,700,1.3738294839859009,-0.003930812701582909,0.5038698315620422
1.25,1,710,1.3904451131820679,-0.003893459215760231,0.5030500888824463
1.25,1,720,1.4070607423782349,-0.003857886418700218,0.5022364258766174
1.25,1,730,1.4236786365509033,-0.0038224412128329277,0.5014285445213318
1.25,1,740,1.440299391746521,-0.003788374364376068,0.5006262063980103
1.25,1,750,1.4569242000579834,-0.003755386918783188,0.49982917308807373
1.25,1,760,1.4735549688339233,-0.003722432069480419,0.49903732538223267
1.25,1,770,1.4901916980743408,-0.0036911386996507645,0.4982505142688751
1.25,1,780,1.5068360567092896,-0.003660169430077076,0.49746835231781006
1.25,1,790,1.523488998413086,-0.0036300569772720337,0.49669086933135986
1.25,1,800,1.5401513576507568,-0.003600597381591797,0.49591782689094543
1.25,1,810,1.5568243265151978,-0.003571675159037113,0.49514901638031006
1.25,1,820,1.5735082626342773,-0.0035435818135738373,0.49438437819480896
1.25,1,830,1.590204119682312,-0.003516203723847866,0.4936237633228302
1.25,1,840,1.6069128513336182,-0.0034891683608293533,0.49286702275276184
1.25,1,850,1.6236350536346436,-0.0034626638516783714,0.49211397767066956
1.25,1,860,1.640371561050415,-0.0034367283806204796,0.49136459827423096
1.25,1,870,1.6571224927902222,-0.003411492332816124,0.4906187355518341
1.25,1,880,1.6738890409469604,-0.0033866213634610176,0.48987624049186707
1.25,1,890,1.6906720399856567,-0.0033625559881329536,0.48913705348968506
1.25,1,900,1.7074718475341797,-0.0033387504518032074,0.48840099573135376
1.25,1,910,1.7242889404296875,-0.0033152159303426743,0.48766806721687317
1.25,1,920,1.7411240339279175,-0.0032922159880399704,0.48693808913230896
1.25,1,930,1.7579772472381592,-0.003269921988248825,0.48621100187301636
1.25,1,940,1.7748496532440186,-0.003247644752264023,0.4854867458343506
1.25,1,950,1.7917412519454956,-0.0032257838174700737,0.48476529121398926
1.25,1,960,1.808652639389038,-0.0032044686377048492,0.48404639959335327
1.25,1,970,1.8255844116210938,-0.0031836023554205894,0.4833301305770874
1.25,1,980,1.8425368070602417,-0.003162776120007038,0.4826163351535797
1.25,1,990,1.8595103025436401,-0.0031424472108483315,0.4819050133228302
1.25,1,1000,1.8765047788619995,-0.003122979775071144,0.4811960458755493
1.25,1,1010,1.8935219049453735,-0.003102719783782959,0.4804893732070923
1.25,1,1020,1.9105604887008667,-0.0030840644612908363,0.47978493571281433
1.25,1,1030,1.9276220798492432,-0.0030645672231912613,0.47908270359039307
1.25,1,1040,1.9447060823440552,-0.003046165220439434,0.47838255763053894
1.25,1,1050,1.9618134498596191,-0.003027886152267456,0.47768446803092957
1.25,1,1060,1.9789446592330933,-0.003009401261806488,0.47698843479156494
1.25,1,1070,1.9960994720458984,-0.002991393208503723,0.4762943387031555
1.25,1,1080,2.0132782459259033,-0.0029737483710050583,0.4756021499633789
1.25,1,1090,2.0304815769195557,-0.0029561808332800865,0.47491180896759033
1.25,1,1100,2.0477092266082764,-0.002939159981906414,0.4742233157157898
1.25,1,1110,2.0649619102478027,-0.0029220590367913246,0.4735366106033325
1.25,1,1120,2.0822391510009766,-0.0029062703251838684,0.47285157442092896
1.25,1,1130,2.0995423793792725,-0.002889624796807766,0.4721682369709015
1.25,1,1140,2.1168713569641113,-0.002872861921787262,0.47148650884628296
1.25,1,1150,2.1342251300811768,-0.002857401967048645,0.4708064794540405
1.25,1,1160,2.1516058444976807,-0.0028409818187355995,0.4701279103755951
1.25,1,1170,2.1690118312835693,-0.0028260499238967896,0.4694509208202362
1.25,1,1180,2.1864447593688965,-0.002810142934322357,0.4687753915786743
1.25,1,1190,2.203903913497925,-0.002795061096549034,0.4681013524532318
1.25,1,1200,2.2213897705078125,-0.002780168317258358,0.4674287736415863
1.25,1,1210,2.2389025688171387,-0.002765391021966934,0.466757595539093
1.25,1,1220,2.2564423084259033,-0.0027510011568665504,0.4660876989364624
1.25,1,1230,2.2740097045898438,-0.0027359817177057266,0.465419203042984
1.25,1,1240,2.2916040420532227,-0.002721797674894333,0.4647519290447235
1.25,1,1250,2.3092257976531982,-0.0027077123522758484,0.46408599615097046
1.25,1,1260,2.3268752098083496,-0.0026937127113342285,0.4634212851524353
1.25,1,1270,2.3445522785186768,-0.0026800334453582764,0.46275779604911804
1.25,1,1280,2.362257480621338,-0.0026662759482860565,0.46209555864334106
1.25,1,1290,2.379990339279175,-0.002652854658663273,0.46143439412117004
1.25,1,1300,2.397751569747925,-0.0026392564177513123,0.4607744514942169
1.25,1,1310,2.415540933609009,-0.002626018598675728,0.4601156711578369
1.25,1,1320,2.433358669281006,-0.002613101154565811,0.4594578444957733
1.25,1,1330,2.451204538345337,-0.002600281499326229,0.45880126953125
1.25,1,1340,2.4690794944763184,-0.00258713960647583,0.4581456482410431
1.25,1,1350,2.486982583999634,-0.0025748321786522865,0.45749107003211975
1.25,1,1360,2.5049147605895996,-0.0025620143860578537,0.4568375051021576
1.25,1,1370,2.5228755474090576,-0.0025493809953331947,0.4561849534511566
1.25,1,1380,2.540865421295166,-0.002536778338253498,0.45553338527679443
1.25,1,1390,2.5588836669921875,-0.002525065094232559,0.45488280057907104
1.25,1,1400,2.5769317150115967,-0.002512400969862938,0.4542330801486969
1.25,1,1410,2.595008134841919,-0.002500925213098526,0.45358437299728394
1.25,1,1420,2.61311411857605,-0.0024889716878533363,0.4529365301132202
1.25,1,1430,2.631248950958252,-0.0024776188656687737,0.4522895812988281
1.25,1,1440,2.649413585662842,-0.002465303987264633,0.45164352655410767
1.25,1,1450,2.667607307434082,-0.0024536633864045143,0.45099830627441406
1.25,1,1460,2.6858303546905518,-0.002442481927573681,0.4503539204597473
1.25,1,1470,2.704082727432251,-0.0024316757917404175,0.4497103989124298
1.25,1,1480,2.722364902496338,-0.002419956959784031,0.4490676820278168
1.25,1,1490,2.7406766414642334,-0.0024087121710181236,0.4484257400035858
1.25,1,1500,2.7590174674987793,-0.0023983540013432503,0.4477846622467041
1.25,1,1510,2.7773890495300293,-0.002386201173067093,0.4471443295478821
1.25,1,1520,2.7957887649536133,-0.0023765722289681435,0.44650471210479736
1.25,1,1530,2.8142201900482178,-0.002365570515394211,0.4458658695220947
1.25,1,1540,2.832679271697998,-0.002354634925723076,0.44522780179977417
1.25,1,1550,2.851168394088745,-0.002343829721212387,0.4445904493331909
1.25,1,1560,2.869687795639038,-0.0023338720202445984,0.44395387172698975
1.25,1,1570,2.8882381916046143,-0.002323049120604992,0.4433179199695587
1.25,1,1580,2.9068174362182617,-0.0023121507838368416,0.442682683467865
1.25,1,1590,2.9254252910614014,-0.00230234581977129,0.44204819202423096
1.25,1,1600,2.944063901901245,-0.0022922642529010773,0.44141432642936707
1.25,1,1610,2.962733030319214,-0.002282358705997467,0.4407810568809509
1.25,1,1620,2.9814329147338867,-0.0022720228880643845,0.4401485025882721
1.25,1,1630,3.0001604557037354,-0.0022616656497120857,0.43951666355133057
1.25,1,1640,3.018918037414551,-0.0022519417107105255,0.43888550996780396
1.25,1,1650,3.0377063751220703,-0.00224213395267725,0.43825480341911316
1.25,1,1660,3.0565249919891357,-0.0022327424958348274,0.43762481212615967
1.25,1,1670,3.0753743648529053,-0.0022230269387364388,0.43699538707733154
1.25,1,1680,3.0942513942718506,-0.002213126979768276,0.4363667368888855
1.25,1,1690,3.113158941268921,-0.0022033313289284706,0.43573853373527527
1.25,1,1700,3.132096290588379,-0.002194453962147236,0.43511101603507996
1.25,1,1710,3.1510651111602783,-0.002184665761888027,0.4344840347766876
1.25,1,1720,3.1700637340545654,-0.002175820991396904,0.4338575005531311
1.25,1,1730,3.1890909671783447,-0.0021657459437847137,0.43323180079460144
1.25,1,1740,3.2081477642059326,-0.002156853675842285,0.4326065182685852
